Time;Round;Winner;Artist;Paid2023-01-13 15:36:21.069777;1;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;2;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;3;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;4;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;5;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;6;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;7;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;8;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;9;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;10;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;11;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;12;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;13;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;14;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;15;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;16;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;17;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;18;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;19;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;20;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;21;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;22;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;23;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;24;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;25;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;26;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;27;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;28;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;29;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;30;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;31;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;32;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;33;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;34;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;35;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;36;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;37;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;38;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;39;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;40;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;41;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;42;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;43;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;44;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;45;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;46;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;47;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;48;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;49;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;50;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;51;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;52;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;53;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;54;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;55;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;56;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;57;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;58;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;59;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;60;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;61;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;62;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;63;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;64;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;65;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;66;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;67;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;68;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;69;random_bot-1;Picasso;10
2023-01-13 15:36:21.069777;70;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;71;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;72;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;73;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;74;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;75;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;76;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;77;random_bot-1;Da Vinci;10
2023-01-13 15:36:21.069777;78;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;79;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;80;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;81;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;82;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;83;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;84;flat_bot_10-2;Rembrandt;3
2023-01-13 15:36:21.069777;85;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;86;random_bot-1;Rembrandt;10
2023-01-13 15:36:21.069777;87;random_bot-1;Van Gogh;10
2023-01-13 15:36:21.069777;88;random_bot-1;Picasso;10
